GLon,GLat,SpType,KMag,Lum
344.88043134,10.54234106,G,2.61,2.32
54.70248319,44.35434494,F,2.39,2.96
93.82538562,40.7031009,K,-0.34834618680377055,0.24739124819029173
57.37330118,44.53285488,K,-1.56,57.12
1.07009853,24.20499615,G,1.55,3.78
98.82635794,39.1385539,F,1.8373936170212726,2.6018087819150804
89.07344261,41.91036485,G,3.09,1.42
332.74258001,-1.33527118,G,1.7775670675300626,1.0202702457829622
95.79508937,40.11147475,K,-0.34834618680377055,0.24739124819029173
0.45056805,23.73098587,F,3.14,1.21
24.55922864,37.36463604,F,3.04,1.68
28.31182219,38.77019691,G,2.47,3.35
351.05986083,16.11009645,G,1.7775670675300626,0.89
5.46026602,27.2577273,G,1.71,3.56
41.54484778,42.43227121,F,1.8373936170212726,2.6018087819150804
15.52132705,33.21720277,G,3.07,1.49
3.15386623,25.65799823,K,4.25,0.24
329.31218274,-4.73701285,B,-0.1590584415584415,5230.125699942097
16.21922924,33.54277593,G,1.7775670675300626,1.0202702457829622
69.68446839,44.54675094,A,1.47,12.61
344.64592289,10.22484295,G,4.07,0.52
341.53208619,7.25091685,A,11.18,0.02
74.79893713,44.17844542,K,-0.34834618680377055,0.24739124819029173
37.83117506,41.54616279,K,-0.34834618680377055,15.12
73.11816564,44.31721161,G,3.75,0.71
326.58928857,-7.41500495,B,-0.1590584415584415,5230.125699942097
340.21641227,5.94912933,G,1.7775670675300626,1.0202702457829622
11.78850791,31.08215643,G,1.7775670675300626,1.0202702457829622
340.10374511,5.81621249,F,2.07,5.55
340.44510912,6.14407772,B,-0.1590584415584415,5230.125699942097
92.82249721,40.91299234,G,-2.27,150.13
26.41609791,37.96971657,K,-0.34834618680377055,0.24739124819029173
351.20034961,16.11044453,A,2.43,3.69
343.58031043,9.15049848,F,2.13,5.78
53.9692848,44.17657944,K,-0.34834618680377055,0.24739124819029173
66.50203243,44.61021961,F,0.41,29.77
11.11987887,30.66386764,K,4.02,0.39
