GLon,GLat,SpType,KMag,Lum
213.70630227,53.85152318,F,0.93,11.41
221.53703195,52.09235638,K,-0.11778797996661079,0.19158573387505692
264.86588508,24.00734442,K,3.7,0.62
243.3184588,42.87438029,K,-0.11778797996661079,0.19158573387505692
234.07325774,47.70715683,K,-0.11778797996661079,0.19158573387505692
281.82838246,1.01635047,G,1.8339934533551554,1.1590319019110609
159.20570268,50.84030327,G,2.95,1.38
288.54737027,-8.75990025,F,1.58,6.99
261.17627006,28.15509327,A,1.0806172839506178,9.283763613473702
275.18998061,10.64060812,F,1.9284915824915836,2.11
197.66729155,55.67347477,G,1.8339934533551554,1.1590319019110609
283.67610155,-1.66910922,G,-0.84,25.61
245.15162534,41.76839129,F,0.58,21.24
267.38999766,21.03013305,A,1.92,10.14
284.28887481,-2.56345754,F,1.9284915824915836,2.769321741612156
235.60093885,47.06371864,K,-0.11778797996661079,0.19158573387505692
274.32511933,11.88243957,A,1.0806172839506178,24.93
184.60217049,55.53650605,F,1.75,5.33
236.33404771,46.72947318,A,2.38,3.41
242.48881957,43.46056327,G,1.8339934533551554,1.1590319019110609
274.10807725,12.21716284,A,1.66,11.57
285.96763202,-4.99181634,G,3.77,0.65
266.11340767,22.63815014,A,1.0806172839506178,9.283763613473702
282.53505434,0.05732652,B,-0.1946363636363637,6109.444404770174
274.50248354,11.68541915,B,-0.14,143.81
133.85474974,37.40806061,G,1.8339934533551554,1.1590319019110609
250.79605699,37.81648779,F,2.07,4.5
231.29514208,48.98748285,F,2.13,4.21
288.66276998,-8.86670967,G,2.93,1.77
278.83857065,5.50334077,G,1.8339934533551554,1.1590319019110609
186.00938903,55.66456704,G,1.8339934533551554,1.1590319019110609
217.07011639,53.29535031,K,-0.11778797996661079,0.19158573387505692
295.1981454,-17.83288229,A,0.81,14.57
241.33556855,44.19130629,K,-0.11778797996661079,0.19158573387505692
275.73417636,9.98736293,K,-4.24,519.95
256.16580942,33.27278623,K,-0.11778797996661079,0.19158573387505692
255.15590497,34.1916719,M,-0.39890909090909077,0.0452409190824793
251.64505758,37.18050798,K,-0.11778797996661079,0.19158573387505692
145.32732384,45.01551047,G,1.8339934533551554,1.1590319019110609
269.09744804,19.00621153,A,1.0806172839506178,9.283763613473702
288.66889611,-8.85087889,K,-0.11778797996661079,22.02
196.09770546,55.81954051,G,-2.1,111.64
263.57773705,25.69454302,K,-0.11778797996661079,0.19158573387505692
248.7037567,39.4596767,K,-0.11778797996661079,0.19158573387505692
282.03773291,0.84926557,K,-1.59,57.88
150.91048562,47.76829372,M,-0.39890909090909077,0.0452409190824793
217.05073909,53.33973954,F,1.9284915824915836,2.769321741612156
227.75897557,50.36009939,G,1.8339934533551554,1.1590319019110609
181.80314643,55.40901778,K,4.8,0.09
280.74425852,2.76966601,A,1.0806172839506178,9.283763613473702
274.53357243,11.73850343,B,-0.1946363636363637,6109.444404770174
220.55816203,52.52681515,G,1.8339934533551554,1.1590319019110609
281.45128443,1.74562676,M,-0.39890909090909077,0.0452409190824793
290.03866795,-10.77576988,F,2.31,3.78
281.73306944,1.33752549,B,-1.74,1738.34
282.13634775,0.74675211,B,-0.1946363636363637,6109.444404770174
271.0751292,16.5194924,K,-1.31,50.07
283.8529943,-1.77060452,G,1.8339934533551554,1.1590319019110609
294.48158196,-16.85286777,B,1.48,10.95
273.97598961,12.59221379,F,1.9284915824915836,2.769321741612156
177.76006868,55.02196922,F,1.48,10.06
215.50588677,53.75127434,G,1.8339934533551554,1.1590319019110609
284.99025364,-3.41866859,F,1.9284915824915836,2.769321741612156
275.0249853,11.1536135,K,-3.95,363.44
286.00505932,-4.90609906,B,-0.5,164.73
277.831368,7.13528975,K,-0.77,31.4
168.69888949,53.52371421,G,1.77,4.53
259.30721612,30.43461224,F,1.7,7.35
270.47795274,17.38760875,K,-0.11778797996661079,0.19158573387505692
278.53450293,6.12120872,A,1.7,42.91
290.43035505,-11.2716669,A,1.74,9.48
253.10076672,36.19351155,F,2.13,5.12
272.79494257,14.29502323,F,1.52,7.79
168.77726086,53.55912697,K,-0.11778797996661079,0.19158573387505692
279.69409852,4.44839399,B,-0.1946363636363637,6109.444404770174
278.17600417,6.67623716,G,-0.73,29.72
234.35702807,47.92195966,G,3.17,1.34
267.99939418,20.62765428,K,-0.11778797996661079,0.19158573387505692
295.09822636,-17.63894993,G,1.8,3.54
267.82422828,20.85453937,A,1.13,16.49
280.48731724,3.30917124,G,-1.64,70.08
273.44341399,13.45443042,F,2.06,4.18
227.39518432,50.65947075,G,1.8339934533551554,1.1590319019110609
280.4965895,3.30395022,G,1.8339934533551554,1.1590319019110609
279.10480362,5.35390238,G,-1.88,75.64
273.50330723,13.37650145,G,1.15,8.67
282.32029965,0.60595874,F,1.9284915824915836,2.769321741612156
237.76615404,46.35670359,K,-0.11778797996661079,0.19158573387505692
253.66324618,35.78734641,K,4.93,0.07
268.46592447,20.08675083,M,-0.39890909090909077,0.0452409190824793
280.24945033,3.67936043,B,-0.1946363636363637,6109.444404770174
151.61911748,48.18910446,G,1.8339934533551554,1.1590319019110609
206.03277377,55.30521339,G,1.8339934533551554,2.67
283.14603598,-0.60532985,B,-0.1946363636363637,6109.444404770174
173.74888231,54.53203819,G,1.8339934533551554,1.1590319019110609
294.98194178,-17.46890082,G,3.83,0.52
244.94913554,42.29866518,G,1.8339934533551554,1.1590319019110609
275.92997255,9.99526468,M,-0.39890909090909077,0.0452409190824793
286.73524972,-5.89573963,B,0.98,35.87
170.89718061,54.03641282,F,1.9284915824915836,2.769321741612156
282.11748388,0.93887218,A,1.18,28.07
164.08200765,52.49725866,K,-0.11778797996661079,0.19158573387505692
130.98992074,35.09562433,F,1.9284915824915836,2.769321741612156
222.87652215,52.11136257,F,1.78,4.6
272.98226478,14.16103882,G,1.8339934533551554,1.1590319019110609
264.85152974,24.55731407,B,-0.1946363636363637,6109.444404770174
247.63617539,40.52885177,K,-0.11778797996661079,0.19158573387505692
150.61080849,47.77287531,F,-0.64,54.92
284.5785989,-2.68932376,A,1.24,17.99
266.2077726,22.9642188,F,2.2,3.61
266.93883419,22.07795303,A,1.0806172839506178,9.283763613473702
259.26000084,30.68863671,G,1.8339934533551554,1.1590319019110609
244.15575058,42.87183347,K,-0.11778797996661079,0.19158573387505692
253.22564735,36.2692184,K,-2.74,187.2
189.49704929,56.04443992,A,0.42,36.44
191.95105051,56.0856271,K,-0.11778797996661079,0.19158573387505692
164.75667351,52.70779856,G,1.8339934533551554,1.1590319019110609
166.48923655,53.13542919,G,1.91,4.1
228.23274847,50.473194,G,1.8339934533551554,1.1590319019110609
280.39096951,3.56318666,F,1.9284915824915836,2.769321741612156
238.51974616,46.0879982,K,-0.11778797996661079,0.19158573387505692
190.86324854,56.08438912,G,1.8339934533551554,1.1590319019110609
155.24919511,49.71934045,K,-0.11778797996661079,0.19158573387505692
176.13670626,54.95868985,F,3.01,1.68
199.96458349,55.89761078,A,0.87,38.32
265.64405206,23.70695388,F,2.34,4.51
219.36865229,53.09452793,A,0.47,24.58
257.30846788,32.65394942,K,-0.81,31.64
248.3975554,40.07670977,B,-0.1946363636363637,6109.444404770174
131.41388045,35.48737864,A,0.91,28.43
266.49325125,22.70656059,F,0.86,14.49
169.28559134,53.78678311,K,-0.11778797996661079,0.19158573387505692
271.48509967,16.32073177,G,-0.96,28.38
247.8754967,40.48613335,K,-0.11778797996661079,0.19158573387505692
180.85360539,55.5554219,G,1.8339934533551554,1.1590319019110609
154.9159559,49.62261923,F,2.15,4.19
171.7328955,54.28435575,F,1.9284915824915836,2.769321741612156
201.08703597,55.87710195,G,2.28,2.75
287.7909882,-7.33058382,B,-0.1946363636363637,6109.444404770174
172.36458674,54.41347397,F,0.82,13.08
210.06836242,54.94279268,G,1.88,3.76
259.79267068,30.3000154,A,1.5,14.64
207.01225872,55.35229471,F,2.58,3.18
245.28688596,42.29988317,K,-0.15,13.92
222.02539281,52.50433698,F,2.84,1.95
178.70499584,55.36631073,F,2.46,3.19
134.43562867,38.01743438,F,1.9284915824915836,2.769321741612156
178.65286262,55.36338593,F,3.64,0.78
274.26426395,12.59250926,A,1.0806172839506178,9.283763613473702
291.66673196,-12.86762621,K,-0.11778797996661079,0.19158573387505692
