GLon,GLat,SpType,KMag,Lum
44.93817693,12.98733743,K,-0.6808563273073253,0.22362696511302643
315.72697384,-25.24642597,A,0.9189775051124738,13.275911018388857
1.42212535,-9.07923609,G,1.76,2.53
21.32857843,1.20212094,O,-1.0,80976.42962657007
9.51841089,-4.99796472,G,1.5541858141858127,1.4605227901814972
1.95914903,-8.82070078,K,-0.6808563273073253,0.22362696511302643
350.33776551,-14.23544015,F,1.58,8.19
59.79421131,18.99460709,K,-0.6808563273073253,37.84
63.21135297,20.17273331,G,0.23,12.96
42.73421081,11.94916989,A,0.9189775051124738,13.275911018388857
31.21116596,6.32043855,G,1.5541858141858127,1.4605227901814972
100.86632328,27.57420462,A,1.73,14.41
93.20334005,26.90489244,F,2.81,1.98
36.38986567,8.90672321,F,1.12,11.33
31.81262093,6.61729602,M,-1.2799270072992703,0.021972455607761267
358.35695855,-10.5929667,K,-0.6808563273073253,0.22362696511302643
347.97270567,-15.26878878,G,1.5541858141858127,1.4605227901814972
95.15302126,27.10870556,F,1.77,5.3
102.34197918,27.64678242,F,0.68,17.33
359.7546607,-9.93655035,B,-0.69,278.48
43.60206444,12.31526301,B,1.06,43.53
49.82745841,15.05542899,A,0.63,29.36
347.62297882,-15.42802496,F,1.8,6.93
343.39781408,-17.13765399,B,-0.1975961538461539,24693.029699168907
341.76889569,-17.76640161,G,1.5541858141858127,1.4605227901814972
57.75729084,18.20397022,A,0.11,64.41
61.03548773,19.38668446,F,0.19,27.67
95.41922758,27.12576183,K,-2.84,159.7
44.34717346,12.62985271,F,2.5,3.4
328.12510357,-22.31257283,G,1.5541858141858127,1.4605227901814972
30.72663063,6.00218576,A,0.56,25.77
5.33514241,-7.22352683,G,1.5541858141858127,1.4605227901814972
354.15457778,-12.60927736,G,1.5541858141858127,1.4605227901814972
22.79200779,1.85967144,A,1.6,10.44
70.74567316,22.4162779,K,-0.6808563273073253,0.22362696511302643
54.86551765,17.05835419,K,-0.6808563273073253,0.22362696511302643
111.2629146,27.78606838,A,0.21,33.5
80.82234868,24.86937733,A,0.9189775051124738,13.275911018388857
37.94963945,9.57674184,G,3.78,0.6
0.47588117,-9.66020043,G,0.5,7.59
47.27654713,13.87525618,B,-0.1975961538461539,24693.029699168907
348.62652948,-15.06789031,K,-0.6808563273073253,0.22362696511302643
314.04520124,-25.58859048,M,-1.2799270072992703,0.021972455607761267
37.68753235,9.40654496,K,-0.6808563273073253,0.22362696511302643
54.2848129,16.78704564,B,-0.46,379.97
56.18769531,17.52583682,B,-0.1975961538461539,24693.029699168907
48.7996465,14.51473111,K,-1.67,51.62
47.57959209,13.98185375,K,-0.6808563273073253,0.22362696511302643
37.82437454,9.46143781,G,3.67,0.63
9.05063787,-5.40393679,F,3.08,1.45
36.22827877,8.67872661,A,0.9189775051124738,13.275911018388857
75.03001814,23.50876256,F,1.7449286314021815,2.6843617841590257
16.20567178,-1.68399385,B,-0.1975961538461539,24693.029699168907
75.03664014,23.50582497,F,1.92,5.88
353.23732725,-13.08572419,G,1.5541858141858127,1.4605227901814972
71.51140086,22.5737191,F,1.7449286314021815,2.6843617841590257
14.03452982,-2.83544132,K,-0.6808563273073253,0.22362696511302643
325.17091479,-23.15647967,G,-1.25,48.38
22.80285902,1.76752361,A,0.9189775051124738,13.275911018388857
111.02975317,27.77445331,K,4.42,0.18
54.52432668,16.84307502,B,0.28,164.9
322.77952255,-23.75987097,A,0.9189775051124738,13.275911018388857
23.74330308,2.25492072,K,-0.5,13.6
322.77858135,-23.76303,G,1.5541858141858127,1.4605227901814972
38.82711559,9.89861278,A,0.9189775051124738,13.275911018388857
21.91306687,1.27590238,B,-0.1975961538461539,24693.029699168907
354.20428524,-12.6821281,G,1.5541858141858127,1.4605227901814972
65.52864122,20.76227034,M,-1.2799270072992703,0.021972455607761267
52.52183057,16.01660876,K,-0.6808563273073253,0.22362696511302643
0.88354929,-9.546737,K,0.35,8.76
333.25764731,-20.83134073,F,0.69,20.73
29.92571566,5.4401093,F,1.7449286314021815,2.6843617841590257
103.10283041,27.62888376,K,-0.6808563273073253,0.22362696511302643
25.10954419,2.93597201,F,1.33,9.46
1.80342607,-9.10927976,F,1.7449286314021815,2.6843617841590257
35.97178052,8.4796796,A,0.9189775051124738,13.275911018388857
74.28584673,23.2751742,G,2.42,2.5
88.93646718,26.24354982,K,-1.99,93.78
63.64620696,20.13108133,K,-0.6808563273073253,0.22362696511302643
7.08178709,-6.48383812,G,1.5541858141858127,1.4605227901814972
3.0535967,-8.5068499,G,2.09,3.81
54.53035104,16.79821152,B,-0.1975961538461539,399.28
64.10220201,20.27440774,K,-0.6808563273073253,0.22362696511302643
9.30400969,-5.35733906,B,-0.1975961538461539,24693.029699168907
67.13161501,21.23793968,K,-0.6808563273073253,0.22362696511302643
20.02320515,0.23879031,B,-0.1975961538461539,24693.029699168907
317.35586581,-24.98248121,F,1.62,7.31
37.40278954,9.14143947,G,1.34,6.04
81.73076402,24.9556445,A,0.9189775051124738,13.275911018388857
358.60783055,-10.69049253,F,1.9,4.51
333.64838893,-20.73459245,K,-0.6808563273073253,0.22362696511302643
341.26550711,-18.09532756,F,1.7449286314021815,2.6843617841590257
51.71909541,15.62132661,M,-1.2799270072992703,0.021972455607761267
58.94770079,18.44167115,K,-1.8,68.37
65.40088181,20.65968744,A,0.9189775051124738,13.275911018388857
346.95832961,-15.8751497,G,2.79,1.19
343.2990468,-17.33206236,K,-0.6808563273073253,0.22362696511302643
346.61039033,-16.02110095,K,-2.27,165.13
68.73515169,21.68170798,K,4.29,0.29
351.76723515,-13.84327486,G,1.5541858141858127,1.4605227901814972
43.87940824,12.17419007,K,-0.6808563273073253,0.22362696511302643
14.87691734,-2.52674862,A,1.25,16.34
64.02948749,20.19671981,G,1.5541858141858127,1.4605227901814972
46.28335627,13.2556651,K,0.02,10.11
314.76691761,-25.48945572,K,-2.27,98.72
348.66536592,-15.18438144,B,-0.54,830.32
83.68398153,25.31002531,K,-1.11,38.77
48.59587894,14.25892142,A,0.9189775051124738,13.275911018388857
75.65616946,23.55310162,G,1.5541858141858127,1.4605227901814972
63.99015007,20.16554499,A,2.13,11.49
38.43667532,9.57700226,G,0.71,7.51
37.09517484,8.92248621,B,-0.1975961538461539,24693.029699168907
325.32065421,-23.17238273,A,1.76,19.21
350.98424927,-14.21284778,F,1.7449286314021815,2.6843617841590257
3.89351128,-8.19005237,B,1.33,19.28
14.78219948,-2.61959341,K,-0.6808563273073253,0.22362696511302643
344.32073122,-16.97123341,F,1.7449286314021815,2.6843617841590257
64.64905615,20.36020949,A,0.9189775051124738,13.275911018388857
354.97714049,-12.45186127,G,1.5541858141858127,1.4605227901814972
22.26649691,1.29808316,K,-0.6808563273073253,0.22362696511302643
23.0090526,1.68731314,K,-0.99,30.0
28.84514149,4.72459674,F,1.6,5.79
40.27605061,10.42452525,A,0.9189775051124738,13.275911018388857
35.00123569,7.83843007,A,0.9189775051124738,13.275911018388857
30.33683729,5.47868278,A,-2.38,144.91
342.9939642,-17.50525741,G,2.42,2.37
36.01997878,8.33347553,B,-0.1975961538461539,24693.029699168907
67.35432443,21.19441537,F,1.89,5.46
56.9883431,17.60688071,B,-0.1975961538461539,24693.029699168907
339.0039221,-18.99146637,G,1.97,4.34
55.32001564,16.95837928,G,1.5541858141858127,1.4605227901814972
341.2909537,-18.16390034,K,-0.72,26.41
108.44454499,27.73120739,A,1.72,11.47
3.36349971,-8.51879606,G,3.16,1.16
10.18518379,-5.08208644,K,4.62,0.13
357.99374653,-11.11137262,B,-0.1975961538461539,24693.029699168907
50.99854385,15.1738121,A,2.43,4.13
78.26679018,24.1010181,A,0.9189775051124738,8.67
4.61025854,-7.92533023,F,1.7449286314021815,2.6843617841590257
79.71160581,24.42355856,K,-2.15,91.19
80.29854098,24.55043198,K,-0.6808563273073253,0.22362696511302643
47.55122287,13.67632204,A,0.9189775051124738,13.275911018388857
16.55911132,-1.80502255,F,2.48,3.07
